ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,DEALSIZE
10224,38,58.44,1,2220.72,1,1,2,2004,Motorcycles,62,Small
10237,26,52.22,1,1357.72,1,2,4,2004,Motorcycles,62,Small
10252,31,52.84,5,1638.04,1,2,5,2004,Motorcycles,62,Small
10264,48,54.71,3,2626.08,1,2,6,2004,Motorcycles,62,Small
10276,33,50.36,9,1661.88,1,3,8,2004,Motorcycles,62,Small
10286,38,57.2,1,2173.6,1,3,8,2004,Motorcycles,62,Small
10299,39,55.95,3,2182.05,1,3,9,2004,Motorcycles,62,Small
10310,42,67.14,16,2819.88,1,4,10,2004,Motorcycles,62,Small
10319,44,59.06,4,2598.64,1,4,11,2004,Motorcycles,62,Small
10330,29,69.63,2,2019.27,1,4,11,2004,Motorcycles,62,Small
10342,26,55.95,8,1454.7,1,4,11,2004,Motorcycles,62,Small
10355,31,53.47,1,1657.57,1,4,12,2004,Motorcycles,62,Small
10363,32,89.12,12,2851.84,1,1,1,2005,Motorcycles,62,Small
10378,28,100,9,4609.64,1,1,2,2005,Motorcycles,62,Medium
10390,36,100,2,5079.96,1,1,3,2005,Motorcycles,62,Medium
10403,36,52.22,1,1879.92,1,2,4,2005,Motorcycles,62,Small
10106,41,100,17,4774.86,1,1,2,2003,Vintage Cars,105,Medium
10119,27,99.52,8,2687.04,1,2,4,2003,Vintage Cars,105,Small
10130,33,100,1,3423.75,1,2,6,2003,Vintage Cars,105,Medium
10143,34,100,12,3455.76,1,3,8,2003,Vintage Cars,105,Medium
10155,29,100,10,3622.97,1,4,10,2003,Vintage Cars,105,Medium
10167,34,100,6,3599.58,0,4,10,2003,Vintage Cars,105,Medium
10178,48,100,9,5386.56,1,4,11,2003,Vintage Cars,105,Medium
10186,46,100,6,4918.78,1,4,11,2003,Vintage Cars,105,Medium
10197,22,100,3,2538.8,1,4,11,2003,Vintage Cars,105,Small
10209,20,100,5,2498.6,1,1,1,2004,Vintage Cars,105,Small
10222,45,85.75,9,3858.75,1,1,2,2004,Vintage Cars,105,Medium
10249,46,100,5,5600.5,1,2,5,2004,Vintage Cars,105,Medium
10262,34,100,14,4103.46,0,2,6,2004,Vintage Cars,105,Medium
10273,50,85.75,1,4287.5,1,3,7,2004,Vintage Cars,105,Medium
10283,46,100,3,5795.54,1,3,8,2004,Vintage Cars,105,Medium
10296,22,84.7,12,1863.4,1,3,9,2004,Vintage Cars,105,Small
10307,48,86.81,6,4166.88,1,4,10,2004,Vintage Cars,105,Medium
10316,47,86.81,14,4080.07,1,4,11,2004,Vintage Cars,105,Medium
10328,34,100,6,3815.48,1,4,11,2004,Vintage Cars,105,Medium
10338,45,100,2,5526.45,1,4,11,2004,Vintage Cars,105,Medium
10351,20,100,2,3374.6,1,4,12,2004,Vintage Cars,105,Medium
10373,50,60.49,6,3024.5,1,1,1,2005,Vintage Cars,105,Medium
10398,45,100,17,4811.85,1,1,3,2005,Vintage Cars,105,Medium
10400,58,100,6,7307.42,1,2,4,2005,Vintage Cars,105,Large
10104,38,100,3,5348.5,1,1,1,2003,Classic Cars,143,Medium
10117,22,100,12,2780.58,1,2,4,2003,Classic Cars,143,Small
10127,25,100,5,3447,1,2,6,2003,Classic Cars,143,Medium
10142,24,100,15,3791.52,1,3,8,2003,Classic Cars,143,Medium
10152,35,100,1,4524.1,1,3,9,2003,Classic Cars,143,Medium
10165,28,100,6,3337.6,1,4,10,2003,Classic Cars,143,Medium
10176,36,100,5,5532.12,1,4,11,2003,Classic Cars,143,Medium
10185,39,100,16,5096.91,1,4,11,2003,Classic Cars,143,Medium
10196,27,100,8,4537.08,1,4,11,2003,Classic Cars,143,Medium
10207,40,100,1,6146.8,1,4,12,2003,Classic Cars,143,Medium
10220,50,100,5,8258,1,1,2,2004,Classic Cars,143,Large
10230,42,100,3,7238.28,1,1,3,2004,Classic Cars,143,Large
10247,48,100,5,6756,1,2,5,2004,Classic Cars,143,Medium
10272,25,100,5,3734,1,3,7,2004,Classic Cars,143,Medium
10282,31,100,8,4674.8,1,3,8,2004,Classic Cars,143,Medium
10292,44,100,2,7140.76,1,3,9,2004,Classic Cars,143,Large
10306,23,100,16,3600.65,1,4,10,2004,Classic Cars,143,Medium
10314,29,100,8,4206.74,1,4,10,2004,Classic Cars,143,Medium
10324,49,100,13,5379.71,1,4,11,2004,Classic Cars,143,Medium
10337,36,100,3,5679.36,1,4,11,2004,Classic Cars,143,Medium
10349,34,100,5,4394.84,1,4,12,2004,Classic Cars,143,Medium
10358,25,100,13,2528.25,1,4,12,2004,Classic Cars,143,Small
10372,48,100,6,7031.52,1,1,1,2005,Classic Cars,143,Large
10383,38,100,1,5340.9,1,1,2,2005,Classic Cars,143,Medium
10394,37,100,1,6376.58,1,1,3,2005,Classic Cars,143,Medium
10413,49,100,5,6896.75,1,2,5,2005,Classic Cars,143,Medium
10100,22,86.51,4,1903.22,1,1,1,2003,Vintage Cars,92,Small
10110,28,89.27,8,2499.56,1,1,3,2003,Vintage Cars,92,Small
10124,36,85.59,7,3081.24,1,2,5,2003,Vintage Cars,92,Medium
10148,34,100,1,3598.22,1,3,9,2003,Vintage Cars,92,Medium
10162,39,100,10,3912.09,1,4,10,2003,Vintage Cars,92,Medium
10173,21,75.46,14,1584.66,1,4,11,2003,Vintage Cars,92,Small
10182,36,100,11,3942.72,1,4,11,2003,Vintage Cars,92,Medium
10193,24,97.55,15,2341.2,1,4,11,2003,Vintage Cars,92,Small
10204,29,85.59,5,2482.11,1,4,12,2003,Vintage Cars,92,Small
10213,38,94.79,1,3602.02,1,1,1,2004,Vintage Cars,92,Medium
10227,34,100,11,3566.94,1,1,3,2004,Vintage Cars,92,Medium
10241,42,90.19,3,3787.98,1,2,4,2004,Vintage Cars,92,Medium
10280,35,100,17,3704.05,1,3,8,2004,Vintage Cars,92,Medium
10288,35,80.99,6,2834.65,1,3,9,2004,Vintage Cars,92,Small
10302,38,89.27,2,3392.26,1,4,10,2003,Vintage Cars,92,Medium
10311,41,81.91,1,3358.31,1,4,10,2004,Vintage Cars,92,Medium
10332,50,100,2,7310,1,4,11,2004,Vintage Cars,92,Large
10344,21,100,4,2203.11,1,4,11,2004,Vintage Cars,92,Small
10380,32,100,1,3376.64,1,1,2,2005,Vintage Cars,92,Medium
10105,41,82.5,10,3382.5,1,1,2,2003,Vintage Cars,87,Medium
10117,23,97.42,4,2240.66,1,2,4,2003,Vintage Cars,87,Small
10128,43,92.16,1,3962.88,1,2,6,2003,Vintage Cars,87,Medium
10142,24,70.22,7,1685.28,1,3,8,2003,Vintage Cars,87,Small
10153,22,83.38,6,1834.36,1,3,9,2003,Vintage Cars,87,Small
10166,26,73.73,1,1916.98,1,4,10,2003,Vintage Cars,87,Small
10177,35,74.6,8,2611,1,4,11,2003,Vintage Cars,87,Small
10185,47,77.24,8,3630.28,1,4,11,2003,Vintage Cars,87,Medium
10197,50,100,14,5090.5,1,4,11,2003,Vintage Cars,87,Medium
10208,45,87.77,8,3949.65,1,1,1,2004,Vintage Cars,87,Medium
10221,39,89.53,2,3491.67,1,1,2,2004,Vintage Cars,87,Medium
10232,23,89.53,5,2059.19,1,1,3,2004,Vintage Cars,87,Small
10248,42,75.48,11,3170.16,0,2,5,2004,Vintage Cars,87,Medium
10261,20,89.53,9,1790.6,1,2,6,2004,Vintage Cars,87,Small
10273,33,71.09,12,2345.97,1,3,7,2004,Vintage Cars,87,Small
10283,34,100,14,3580.88,1,3,8,2004,Vintage Cars,87,Medium
10293,49,100,3,4946.06,1,3,9,2004,Vintage Cars,87,Medium
10306,39,90.4,8,3525.6,1,4,10,2004,Vintage Cars,87,Medium
10315,36,100,7,3602.16,1,4,10,2004,Vintage Cars,87,Medium
10326,50,86.01,5,4300.5,1,4,11,2004,Vintage Cars,87,Medium
10337,29,100,2,4498.19,1,4,11,2004,Vintage Cars,87,Medium
10350,30,100,3,3023.1,1,4,12,2004,Vintage Cars,87,Medium
10372,41,86.89,7,3562.49,1,1,1,2005,Vintage Cars,87,Medium
10383,28,58.58,7,1640.24,1,1,2,2005,Vintage Cars,87,Small
10396,45,100,5,4739.4,1,1,3,2005,Vintage Cars,87,Medium
10103,36,100,5,4228.2,1,1,1,2003,Trucks and Buses,121,Medium
10114,41,100,9,4815.45,1,2,4,2003,Trucks and Buses,121,Medium
10126,50,100,5,7083,1,2,5,2003,Trucks and Buses,121,Large
10140,40,100,5,4601.2,1,3,7,2003,Trucks and Buses,121,Medium
10150,49,100,2,6467.02,1,3,9,2003,Trucks and Buses,121,Medium
10175,47,100,10,5121.59,1,4,11,2003,Trucks and Buses,121,Medium
10183,21,100,2,2441.04,1,4,11,2003,Trucks and Buses,121,Small
10194,32,100,5,4262.08,1,4,11,2003,Trucks and Buses,121,Medium
10207,47,100,16,6658.02,1,4,12,2003,Trucks and Buses,121,Medium
10217,38,100,5,4509.08,1,1,2,2004,Trucks and Buses,121,Medium
10229,41,100,10,4716.23,1,1,3,2004,Trucks and Buses,121,Medium
10245,21,100,3,2390.22,1,2,5,2004,Trucks and Buses,121,Small
10259,41,100,13,4666.62,1,2,6,2004,Trucks and Buses,121,Medium
10270,38,100,3,5383.08,1,3,7,2004,Trucks and Buses,121,Medium
10281,25,99.29,10,2482.25,1,3,8,2004,Trucks and Buses,121,Small
10291,48,100,5,5288.64,1,3,9,2004,Trucks and Buses,121,Medium
10305,22,99.29,14,2184.38,1,4,10,2004,Trucks and Buses,121,Small
10313,28,100,8,2881.76,1,4,10,2004,Trucks and Buses,121,Small
10323,47,100,1,6203.06,1,4,11,2004,Trucks and Buses,121,Medium
10347,45,100,4,5884.65,1,4,11,2004,Trucks and Buses,121,Medium
10357,28,100,2,3559.64,1,4,12,2004,Trucks and Buses,121,Medium
10370,29,57.53,6,1668.37,1,1,1,2005,Trucks and Buses,121,Small
10382,39,100,1,4890.6,1,1,2,2005,Trucks and Buses,121,Medium
10411,46,100,3,5235.72,1,2,5,2005,Trucks and Buses,121,Medium
10103,41,47.29,9,1938.89,1,1,1,2003,Vintage Cars,50,Small
10113,50,49.81,3,2490.5,1,1,3,2003,Vintage Cars,50,Small
10126,43,53.83,9,2314.69,1,2,5,2003,Vintage Cars,50,Small
10140,29,43.27,9,1254.83,1,3,7,2003,Vintage Cars,50,Small
10150,30,42.76,6,1282.8,1,3,9,2003,Vintage Cars,50,Small
10174,49,44.78,2,2194.22,1,4,11,2003,Vintage Cars,50,Small
10183,40,49.3,6,1972,1,4,11,2003,Vintage Cars,50,Small
10194,41,44.78,9,1835.98,1,4,11,2003,Vintage Cars,50,Small
10206,21,53.33,4,1119.93,1,4,12,2003,Vintage Cars,50,Small
10215,46,45.28,1,2082.88,1,1,1,2004,Vintage Cars,50,Small
10229,39,40.25,14,1569.75,1,1,3,2004,Vintage Cars,50,Small
10245,45,59.87,7,2694.15,1,2,5,2004,Vintage Cars,50,Small
10258,21,59.87,4,1257.27,1,2,6,2004,Vintage Cars,50,Small
10270,44,58.36,7,2567.84,1,3,7,2004,Vintage Cars,50,Small
10281,44,59.87,14,2634.28,1,3,8,2004,Vintage Cars,50,Small
10291,29,51.82,9,1502.78,1,3,9,2004,Vintage Cars,50,Small
10304,34,49.3,4,1676.2,1,4,10,2004,Vintage Cars,50,Small
10312,39,56.85,1,2217.15,1,4,10,2004,Vintage Cars,50,Small
10324,38,100,6,6832.02,1,4,11,2004,Vintage Cars,50,Medium
10333,24,79.86,8,1916.64,1,4,11,2004,Vintage Cars,50,Small
10348,29,100,6,7110.8,1,4,11,2004,Vintage Cars,50,Large
10358,30,100,8,5302.8,1,4,12,2004,Vintage Cars,50,Medium
10370,20,100,2,2730,1,1,1,2005,Vintage Cars,50,Small
10382,39,100,2,7827.3,1,1,2,2005,Vintage Cars,50,Large
10411,35,59.87,7,2095.45,1,2,5,2005,Vintage Cars,50,Small
10108,44,100,11,5565.12,1,1,3,2003,Classic Cars,148,Medium
10122,28,100,15,3583.16,1,2,5,2003,Classic Cars,148,Medium
10135,31,100,12,4705.18,1,3,7,2003,Classic Cars,148,Medium
10146,29,100,1,4444.54,1,3,9,2003,Classic Cars,148,Medium
10159,32,100,7,4618.88,1,4,10,2003,Classic Cars,148,Medium
10169,33,100,7,4910.4,1,4,11,2003,Classic Cars,148,Medium
10180,44,100,2,5565.12,1,4,11,2003,Classic Cars,148,Medium
10191,32,100,8,4237.76,1,4,11,2003,Classic Cars,148,Medium
10211,41,100,7,5673.58,1,1,1,2004,Classic Cars,148,Medium
10225,35,100,14,5260.15,1,1,2,2004,Classic Cars,148,Medium
10238,44,100,8,6350.96,1,2,4,2004,Classic Cars,148,Medium
10252,26,100,4,3559.4,1,2,5,2004,Classic Cars,148,Medium
10264,20,100,2,2410.6,1,2,6,2004,Classic Cars,148,Small
10276,48,100,8,5713.92,1,3,8,2004,Classic Cars,148,Medium
10287,34,100,17,4300.32,1,3,8,2004,Classic Cars,148,Medium
10299,49,100,2,7947.31,1,3,9,2004,Classic Cars,148,Large
10310,40,100,15,5356.8,1,4,10,2004,Classic Cars,148,Medium
10319,45,100,3,7901.1,1,4,11,2004,Classic Cars,148,Large
10330,50,100,4,6101,1,4,11,2004,Classic Cars,148,Medium
10342,38,100,11,6276.46,1,4,11,2004,Classic Cars,148,Medium
10355,25,100,2,4203.5,1,4,12,2004,Classic Cars,148,Medium
10363,28,58.18,13,1629.04,1,1,1,2005,Classic Cars,148,Small
10378,49,67.14,8,3289.86,1,1,2,2005,Classic Cars,148,Medium
10390,49,100,3,6862.94,1,1,3,2005,Classic Cars,148,Medium
10110,42,61.29,9,2574.18,1,1,3,2003,Classic Cars,71,Small
10124,23,57.73,8,1327.79,1,2,5,2003,Classic Cars,71,Small
10148,29,81.25,2,2356.25,1,3,9,2003,Classic Cars,71,Small
10161,25,80.54,1,2013.5,1,4,10,2003,Classic Cars,71,Small
10173,39,71.98,15,2807.22,1,4,11,2003,Classic Cars,71,Small
10182,44,69.84,12,3072.96,1,4,11,2003,Classic Cars,71,Medium
10193,25,76.26,16,1906.5,1,4,11,2003,Classic Cars,71,Small
10204,45,76.26,6,3431.7,1,4,12,2003,Classic Cars,71,Medium
10213,25,83.39,2,2084.75,1,1,1,2004,Classic Cars,71,Small
10227,37,57.73,12,2136.01,1,1,3,2004,Classic Cars,71,Small
10241,30,66.99,4,2009.7,1,2,4,2004,Classic Cars,71,Small
10267,36,75.55,1,2719.8,1,3,7,2004,Classic Cars,71,Small
10279,26,60.58,1,1575.08,1,3,8,2004,Classic Cars,71,Small
10288,23,73.41,7,1688.43,1,3,9,2004,Classic Cars,71,Small
10302,23,72.7,3,1672.1,1,4,10,2003,Classic Cars,71,Small
10311,25,66.99,2,1674.75,1,4,10,2004,Classic Cars,71,Small
10332,21,100,3,3472.98,1,4,11,2004,Classic Cars,71,Medium
10344,26,63.43,5,1649.18,1,4,11,2004,Classic Cars,71,Small
10380,24,100,2,4536,1,1,2,2005,Classic Cars,71,Medium
10110,36,85.25,13,3069,1,1,3,2003,Classic Cars,73,Medium
10124,22,77.9,12,1713.8,1,2,5,2003,Classic Cars,73,Small
10148,25,60.26,6,1506.5,1,3,9,2003,Classic Cars,73,Small
10161,37,72.76,5,2692.12,1,4,10,2003,Classic Cars,73,Small
10172,32,75.69,3,2422.08,1,4,11,2003,Classic Cars,73,Small
10182,47,74.22,16,3488.34,1,4,11,2003,Classic Cars,73,Medium
10192,37,69.82,4,2583.34,1,4,11,2003,Classic Cars,73,Small
10204,20,62.47,10,1249.4,1,4,12,2003,Classic Cars,73,Small
10212,41,82.31,3,3374.71,1,1,1,2004,Classic Cars,73,Medium
10226,21,60.26,1,1265.46,1,1,2,2004,Classic Cars,73,Small
10241,22,76.43,8,1681.46,1,2,4,2004,Classic Cars,73,Small
10267,40,80.1,5,3204,1,3,7,2004,Classic Cars,73,Medium
10279,32,74.96,5,2398.72,1,3,8,2004,Classic Cars,73,Small
10288,36,66.14,11,2381.04,1,3,9,2004,Classic Cars,73,Small
10301,27,72.02,1,1944.54,1,4,10,2003,Classic Cars,73,Small
10311,26,87.45,6,2273.7,1,4,10,2004,Classic Cars,73,Small
10321,30,70.55,3,2116.5,1,4,11,2004,Classic Cars,73,Small
10332,23,56.84,4,1307.32,1,4,11,2004,Classic Cars,73,Small
10344,29,59.53,7,1726.37,1,4,11,2004,Classic Cars,73,Small
10380,34,100,3,3441.82,1,1,2,2005,Classic Cars,73,Medium
10104,35,55.49,6,1942.15,1,1,1,2003,Classic Cars,57,Small
10115,47,69.36,2,3259.92,1,2,4,2003,Classic Cars,57,Medium
10127,20,60.69,8,1213.8,1,2,6,2003,Classic Cars,57,Small
10141,20,54.33,2,1086.6,1,3,8,2003,Classic Cars,57,Small
10152,25,65.31,4,1632.75,1,3,9,2003,Classic Cars,57,Small
10165,25,69.36,9,1734,1,4,10,2003,Classic Cars,57,Small
10176,27,68.78,8,1857.06,1,4,11,2003,Classic Cars,57,Small
10184,31,60.11,3,1863.41,1,4,11,2003,Classic Cars,57,Small
10195,44,66.47,3,2924.68,1,4,11,2003,Classic Cars,57,Small
10207,49,46.82,4,2294.18,1,4,12,2003,Classic Cars,57,Small
10220,26,56.07,8,1457.82,1,1,2,2004,Classic Cars,57,Small
10230,36,54.33,6,1955.88,1,1,3,2004,Classic Cars,57,Small
10246,44,52.6,2,2314.4,1,2,5,2004,Classic Cars,57,Small
10259,28,46.82,1,1310.96,1,2,6,2004,Classic Cars,57,Small
10271,45,64.74,2,2913.3,1,3,7,2004,Classic Cars,57,Small
10282,29,46.82,11,1357.78,1,3,8,2004,Classic Cars,57,Small
10292,40,53.75,5,2150,1,3,9,2004,Classic Cars,57,Small
10305,45,61.85,2,2783.25,1,4,10,2004,Classic Cars,57,Small
10314,44,53.18,11,2339.92,1,4,10,2004,Classic Cars,57,Small
10324,25,69.16,14,1729,1,4,11,2004,Classic Cars,57,Small
10336,45,100,4,5972.4,1,4,11,2004,Classic Cars,57,Medium
10349,48,47.4,4,2275.2,1,4,12,2004,Classic Cars,57,Small
10358,44,60.76,14,2673.44,1,4,12,2004,Classic Cars,57,Small
10371,25,97.27,12,2431.75,1,1,1,2005,Classic Cars,57,Small
10383,22,91.76,2,2018.72,1,1,2,2005,Classic Cars,57,Small
10394,31,50.29,2,1558.99,1,1,3,2005,Classic Cars,57,Small
10412,21,52.6,2,1104.6,1,2,5,2005,Classic Cars,57,Small
10107,25,100,3,2845.75,1,1,2,2003,Motorcycles,112,Small
10120,35,98.05,1,3431.75,1,2,4,2003,Motorcycles,112,Medium
10134,35,93.54,3,3273.9,1,3,7,2003,Motorcycles,112,Medium
10145,43,95.8,7,4119.4,1,3,8,2003,Motorcycles,112,Medium
10159,44,100,15,5355.68,1,4,10,2003,Motorcycles,112,Medium
10168,50,100,2,5747.5,1,4,10,2003,Motorcycles,112,Medium
10180,48,100,10,5355.36,1,4,11,2003,Motorcycles,112,Medium
10188,25,100,2,2535.75,1,4,11,2003,Motorcycles,112,Small
10201,39,100,3,4351.23,1,4,12,2003,Motorcycles,112,Medium
10211,25,90.16,15,2254,1,1,1,2004,Motorcycles,112,Small
10223,32,91.29,2,2921.28,1,1,2,2004,Motorcycles,112,Small
10237,20,100,8,2299,1,2,4,2004,Motorcycles,112,Small
10251,26,100,3,2637.18,1,2,5,2004,Motorcycles,112,Small
10263,42,100,3,4307.52,1,2,6,2004,Motorcycles,112,Medium
10275,21,100,2,2153.76,1,3,7,2004,Motorcycles,112,Small
10285,34,100,7,3716.88,1,3,8,2004,Motorcycles,112,Medium
10299,47,100,10,5455.76,1,3,9,2004,Motorcycles,112,Medium
10309,21,100,6,2650.62,1,4,10,2004,Motorcycles,112,Small
10318,48,100,2,6437.28,1,4,11,2004,Motorcycles,112,Medium
10329,30,87.78,7,2633.4,1,4,11,2004,Motorcycles,112,Small
10339,27,84.39,10,2278.53,1,4,11,2004,Motorcycles,112,Small
10362,50,96.92,2,4846,1,1,1,2005,Motorcycles,112,Medium
10374,38,100,6,4197.1,1,1,2,2005,Motorcycles,112,Medium
10389,45,100,1,4597.65,1,1,3,2005,Motorcycles,112,Medium
10403,46,100,8,5287.7,1,2,4,2005,Motorcycles,112,Medium
10110,29,59.37,15,1721.73,1,1,3,2003,Classic Cars,50,Small
10123,50,59.87,1,2993.5,1,2,5,2003,Classic Cars,50,Small
10137,26,49.81,1,1295.06,1,3,7,2003,Classic Cars,50,Small
10148,47,56.85,8,2671.95,1,3,9,2003,Classic Cars,50,Small
10161,23,53.33,7,1226.59,1,4,10,2003,Classic Cars,50,Small
10172,34,42.76,5,1453.84,1,4,11,2003,Classic Cars,50,Small
10181,34,53.83,1,1830.22,1,4,11,2003,Classic Cars,50,Small
10192,47,53.83,6,2530.01,1,4,11,2003,Classic Cars,50,Small
10204,45,49.81,12,2241.45,1,4,12,2003,Classic Cars,50,Small
10212,45,53.33,5,2399.85,1,1,1,2004,Classic Cars,50,Small
10226,36,43.27,3,1557.72,1,1,2,2004,Classic Cars,50,Small
10241,21,40.25,10,845.25,1,2,4,2004,Classic Cars,50,Small
10266,28,48.3,1,1352.4,1,3,7,2004,Classic Cars,50,Small
10278,35,45.28,1,1584.8,1,3,8,2004,Classic Cars,50,Small
10288,50,52.32,13,2616,1,3,9,2004,Classic Cars,50,Small
10301,22,51.32,3,1129.04,1,4,10,2003,Classic Cars,50,Small
10311,45,49.3,8,2218.5,1,4,10,2004,Classic Cars,50,Small
10321,48,42.26,5,2028.48,1,4,11,2004,Classic Cars,50,Small
10332,20,87.96,5,1759.2,1,4,11,2004,Classic Cars,50,Small
10343,27,36.21,6,977.67,1,4,11,2004,Classic Cars,50,Small
10379,32,100,3,3970.56,1,1,2,2005,Classic Cars,50,Medium
10106,28,88.63,4,2481.64,1,1,2,2003,Planes,109,Small
10120,39,100,10,4651.53,1,2,4,2003,Planes,109,Medium
10133,41,94.1,5,3858.1,1,2,6,2003,Planes,109,Medium
10145,40,87.54,16,3501.6,1,3,8,2003,Planes,109,Medium
10168,49,100,11,6433.7,1,4,10,2003,Planes,109,Medium
10210,27,98.48,9,2658.96,1,1,1,2004,Planes,109,Small
10223,34,100,11,3608.76,1,1,2,2004,Planes,109,Medium
10235,23,96.29,5,2214.67,1,2,4,2004,Planes,109,Small
10250,31,88.63,6,2747.53,1,2,5,2004,Planes,109,Small
10262,34,97.38,1,3310.92,0,2,6,2004,Planes,109,Medium
10275,25,95.2,11,2380,1,3,7,2004,Planes,109,Small
10284,22,100,3,2310.88,1,3,8,2004,Planes,109,Small
10297,32,100,6,4061.76,1,3,9,2004,Planes,109,Medium
10308,31,100,9,3493.7,1,4,10,2004,Planes,109,Medium
10316,25,100,1,2872.25,1,4,11,2004,Planes,109,Small
10328,47,87.54,14,4114.38,1,4,11,2004,Planes,109,Medium
10339,21,50.65,7,1063.65,1,4,11,2004,Planes,109,Small
10353,28,71.73,2,2008.44,1,4,12,2004,Planes,109,Small
10374,46,94.1,3,4328.6,1,1,2,2005,Planes,109,Medium
10398,43,100,16,5552.16,1,1,3,2005,Planes,109,Medium
10416,47,88.63,6,4165.61,1,2,5,2005,Planes,109,Medium
10101,45,31.2,3,1404,1,1,1,2003,Vintage Cars,33,Small
10110,20,35.51,3,710.2,1,1,3,2003,Vintage Cars,33,Small
10124,45,37.84,2,1702.8,1,2,5,2003,Vintage Cars,33,Small
10149,36,33.19,7,1194.84,1,3,9,2003,Vintage Cars,33,Small
10162,37,27.22,5,1007.14,1,4,10,2003,Vintage Cars,33,Small
10173,31,31.53,9,977.43,1,4,11,2003,Vintage Cars,33,Small
10182,39,36.84,6,1436.76,1,4,11,2003,Vintage Cars,33,Small
10193,26,29.21,10,759.46,1,4,11,2003,Vintage Cars,33,Small
10205,32,37.17,5,1189.44,1,4,12,2003,Vintage Cars,33,Small
10214,20,34.19,3,683.8,1,1,1,2004,Vintage Cars,33,Small
10227,42,29.21,6,1226.82,1,1,3,2004,Vintage Cars,33,Small
10243,33,29.54,1,974.82,1,2,4,2004,Vintage Cars,33,Small
10280,20,28.88,12,577.6,1,3,8,2004,Vintage Cars,33,Small
10288,29,38.17,1,1106.93,1,3,9,2004,Vintage Cars,33,Small
10304,23,30.2,16,694.6,1,4,10,2004,Vintage Cars,33,Small
10312,39,29.54,13,1152.06,1,4,10,2004,Vintage Cars,33,Small
10322,20,100,3,2624,1,4,11,2004,Vintage Cars,33,Small
10332,45,81.91,6,3685.95,1,4,11,2004,Vintage Cars,33,Medium
10344,20,35.18,6,703.6,1,4,11,2004,Vintage Cars,33,Small
10356,48,100,5,9720,1,4,12,2004,Vintage Cars,33,Large
10380,32,70.56,4,2257.92,1,1,2,2005,Vintage Cars,33,Small
10391,33,100,8,8344.71,1,1,3,2005,Vintage Cars,33,Large
10409,61,29.54,1,1801.94,1,2,4,2005,Vintage Cars,33,Small
10107,38,83.03,7,3155.14,1,1,2,2003,Motorcycles,76,Medium
10120,34,83.79,5,2848.86,1,2,4,2003,Motorcycles,76,Small
10134,43,83.03,7,3570.29,1,3,7,2003,Motorcycles,76,Medium
10145,47,83.03,11,3902.41,1,3,8,2003,Motorcycles,76,Medium
10158,22,67.03,1,1474.66,1,4,10,2003,Motorcycles,76,Small
10168,29,75.41,6,2186.89,1,4,10,2003,Motorcycles,76,Small
10180,28,68.55,14,1919.4,1,4,11,2003,Motorcycles,76,Small
10188,40,91.4,6,3656,1,4,11,2003,Motorcycles,76,Medium
10201,25,73.88,7,1847,1,4,12,2003,Motorcycles,76,Small
10210,30,61.7,4,1851,1,1,1,2004,Motorcycles,76,Small
10223,38,69.31,6,2633.78,1,1,2,2004,Motorcycles,76,Small
10236,36,87.6,3,3153.6,1,2,4,2004,Motorcycles,76,Medium
10250,32,87.6,1,2803.2,1,2,5,2004,Motorcycles,76,Small
10263,37,62.46,7,2311.02,1,2,6,2004,Motorcycles,76,Small
10275,30,79.98,6,2399.4,1,3,7,2004,Motorcycles,76,Small
10285,39,70.08,11,2733.12,1,3,8,2004,Motorcycles,76,Small
10297,32,65.51,1,2096.32,1,3,9,2004,Motorcycles,76,Small
10308,47,63.22,4,2971.34,1,4,10,2004,Motorcycles,76,Small
10318,26,86.83,6,2257.58,1,4,11,2004,Motorcycles,76,Small
10329,37,94.43,4,3493.91,1,4,11,2004,Motorcycles,76,Medium
10340,55,79.98,8,4398.9,1,4,11,2004,Motorcycles,76,Medium
10363,21,100,8,3595.62,1,1,1,2005,Motorcycles,76,Medium
10375,23,100,9,2443.29,1,1,2,2005,Motorcycles,76,Small
10389,49,81.4,2,3988.6,1,1,3,2005,Motorcycles,76,Medium
10402,59,87.6,3,5168.4,1,2,4,2005,Motorcycles,76,Medium
10416,32,87.6,1,2803.2,1,2,5,2005,Motorcycles,76,Small
10105,43,100,9,6341.21,1,1,2,2003,Ships,122,Medium
10117,41,100,3,5189.78,1,2,4,2003,Ships,122,Medium
10129,45,100,9,6027.75,1,2,6,2003,Ships,122,Medium
10142,33,100,6,3366,1,3,8,2003,Ships,122,Medium
10153,40,100,5,5456.4,1,3,9,2003,Ships,122,Medium
10167,33,100,16,3812.16,0,4,10,2003,Ships,122,Medium
10177,50,100,7,6083,1,4,11,2003,Ships,122,Medium
10185,30,100,7,3170.7,1,4,11,2003,Ships,122,Medium
10197,41,100,13,4534.6,1,4,11,2003,Ships,122,Medium
10208,35,100,7,4301.15,1,1,1,2004,Ships,122,Medium
10221,49,100,1,6804.63,1,1,2,2004,Ships,122,Medium
10232,46,100,4,5652.94,1,1,3,2004,Ships,122,Medium
10248,48,100,10,6960.48,0,2,5,2004,Ships,122,Medium
10261,36,100,8,4512.6,1,2,6,2004,Ships,122,Medium
10273,22,100,11,2784.76,1,3,7,2004,Ships,122,Small
